"","species","date","hour.1.total","hour.2.total","hour.3.total","hour.4.total","hour.5.total","day.total","total.obs.mins","time.of.obs","start.time.am","start.time.pm","principle.observer","wind.dir.speed","wind.dir","wind.speed","visibility"
"3952","LAGU",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3953","Large alcid sp.",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3954","LO sp.",2021-11-08,"","","","","",2,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3955","LTDU",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3956","MALL",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3957","MALL/ABDU",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3958","NOGA",2021-11-08,"","","","","",27,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3959","NOPI",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3960","PAJA",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3961","POJA",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3962","RAZO",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3963","RBGU",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3964","RBME",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3965","RNGR",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3966","RNPH",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3967","RTLO",2021-11-08,"","","","","",1,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3968","SC sp.",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3969","Scaup sp.",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3970","Shearwater sp.",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3971","SUSC",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3972","Tern sp.",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3973","UNBI",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3974","WODU",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3975","WWSC",2021-11-08,"","","","","",0,90,"6:45 - 8:15","","","RZK","NW 3-12","","","unli - 6 miles"
"3976","ABDU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3977","AMWI",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3978","BLGU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3979","BLKI",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3980","BLSC",2021-11-09,"","","","","",1,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3981","BLSK",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3982","BOGU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3983","BRAN",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3984","BUFF",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3985","Calidris sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3986","CANG",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3987","CATE",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3988","CO sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3989","COEI",2021-11-09,"","","","","",3,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3990","COGO",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3991","COLO",2021-11-09,"","","","","",1,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3992","COMU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3993","COTE",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3994","DCCO",2021-11-09,"","","","","",232,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3995","Duck sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3996","GBHE",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3997","GRCO",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3998","Great Shearwater",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"3999","GREG",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4000","GRSC",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4001","GWTE",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4002","HADU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4003","HOGR",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4004","Jaeger sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4005","LAGU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4006","Large alcid sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4007","LO sp.",2021-11-09,"","","","","",2,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4008","LTDU",2021-11-09,"","","","","",3,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4009","MALL",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4010","MALL/ABDU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4011","NOGA",2021-11-09,"","","","","",15,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4012","NOPI",2021-11-09,"","","","","",1,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4013","PAJA",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4014","POJA",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4015","RAZO",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4016","RBGU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4017","RBME",2021-11-09,"","","","","",8,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4018","RNGR",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4019","RNPH",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4020","RTLO",2021-11-09,"","","","","",2,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4021","SC sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4022","Scaup sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4023","Shearwater sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4024","SUSC",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4025","Tern sp.",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4026","UNBI",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4027","WODU",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4028","WWSC",2021-11-09,"","","","","",0,120,"7:00-9:00","","","RZK","WSW 9-15","","","unlimited"
"4029","ABDU",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4030","AMWI",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4031","BLGU",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4032","BLKI",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4033","BLSC",2021-11-10,"","","","","",4,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4034","BLSK",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4035","BOGU",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4036","BRAN",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4037","BUFF",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4038","Calidris sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4039","CANG",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4040","CATE",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4041","CO sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4042","COEI",2021-11-10,"","","","","",21,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4043","COGO",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4044","COLO",2021-11-10,"","","","","",3,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4045","COMU",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4046","COTE",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4047","DCCO",2021-11-10,"","","","","",340,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4048","Duck sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4049","GBHE",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4050","GRCO",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4051","Great Shearwater",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4052","GREG",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4053","GRSC",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4054","GWTE",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4055","HADU",2021-11-10,"","","","","",3,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4056","HOGR",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4057","Jaeger sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4058","LAGU",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4059","Large alcid sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4060","LO sp.",2021-11-10,"","","","","",1,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4061","LTDU",2021-11-10,"","","","","",2,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4062","MALL",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4063","MALL/ABDU",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4064","NOGA",2021-11-10,"","","","","",14,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4065","NOPI",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4066","PAJA",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4067","POJA",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4068","RAZO",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4069","RBGU",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4070","RBME",2021-11-10,"","","","","",8,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4071","RNGR",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4072","RNPH",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4073","RTLO",2021-11-10,"","","","","",1,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4074","SC sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4075","Scaup sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4076","Shearwater sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4077","SUSC",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4078","Tern sp.",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4079","UNBI",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4080","WODU",2021-11-10,"","","","","",0,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4081","WWSC",2021-11-10,"","","","","",3,120,"6:35 -8:35","","","RZK/STB","NNE 10-20","","","3-6 miles"
"4082","ABDU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4083","AMWI",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4084","BLGU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4085","BLKI",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4086","BLSC",2021-11-11,"","","","","",1,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4087","BLSK",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4088","BOGU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4089","BRAN",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4090","BUFF",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4091","Calidris sp.",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4092","CANG",2021-11-11,"","","","","",8,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4093","CATE",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4094","CO sp.",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4095","COEI",2021-11-11,"","","","","",3,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4096","COGO",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4097","COLO",2021-11-11,"","","","","",6,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4098","COMU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4099","COTE",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4100","DCCO",2021-11-11,"","","","","",115,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4101","Duck sp.",2021-11-11,"","","","","",2,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4102","GBHE",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4103","GRCO",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4104","Great Shearwater",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4105","GREG",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4106","GRSC",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4107","GWTE",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4108","HADU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4109","HOGR",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4110","Jaeger sp.",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4111","LAGU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4112","Large alcid sp.",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4113","LO sp.",2021-11-11,"","","","","",2,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4114","LTDU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4115","MALL",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4116","MALL/ABDU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4117","NOGA",2021-11-11,"","","","","",6,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4118","NOPI",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4119","PAJA",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4120","POJA",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4121","RAZO",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4122","RBGU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4123","RBME",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4124","RNGR",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4125","RNPH",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4126","RTLO",2021-11-11,"","","","","",6,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4127","SC sp.",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4128","Scaup sp.",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4129","Shearwater sp.",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4130","SUSC",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4131","Tern sp.",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4132","UNBI",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4133","WODU",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4134","WWSC",2021-11-11,"","","","","",0,90,"6:40-8:10","","","RZK","NW 20-30","","","Unlimited"
"4135","ABDU",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4136","AMWI",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4137","BLGU",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4138","BLKI",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4139","BLSC",2021-11-12,"","","","","",33,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4140","BLSK",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4141","BOGU",2021-11-12,"","","","","",9,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4142","BRAN",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4143","BUFF",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4144","Calidris sp.",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4145","CANG",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4146","CATE",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4147","CO sp.",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4148","COEI",2021-11-12,"","","","","",317,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4149","COGO",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4150","COLO",2021-11-12,"","","","","",18,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4151","COMU",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4152","COTE",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4153","DCCO",2021-11-12,"","","","","",88,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4154","Duck sp.",2021-11-12,"","","","","",737,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4155","GBHE",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4156","GRCO",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4157","Great Shearwater",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4158","GREG",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4159","GRSC",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4160","GWTE",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4161","HADU",2021-11-12,"","","","","",1,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4162","HOGR",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4163","Jaeger sp.",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4164","LAGU",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4165","Large alcid sp.",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4166","LO sp.",2021-11-12,"","","","","",8,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4167","LTDU",2021-11-12,"","","","","",9,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4168","MALL",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
"4169","MALL/ABDU",2021-11-12,"","","","","",0,180,"6:30-8:15, 12:45-1:00, 1:15-2:15","","","RZK","SE 18-23/30-35","","","unli - 1/2 miles"
