"species","date","year","time.of.obs","total.obs.mins","obs.hours","day.total","count.p.hour","wind.dir.speed","visibility","principle.observer"
"ICGU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"ICGU/GLGU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"Jaeger sp.",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"LAGU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"LBBG",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"LESC",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"LTDU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"LTJA",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"Loon sp.",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"MALL",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"MALLxABDU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"MERL",2023-09-29,"2023","06:05-12:05",360,6,1,0.166666666666667,"NW/NE 1-4","3","ND"
"NOGA",2023-09-29,"2023","06:05-12:05",360,6,8,1.33333333333333,"NW/NE 1-4","3","ND"
"NOHA",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"NOPI",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"OSPR",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"PAJA",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"PALO",2023-09-29,"2023","06:05-12:05",360,6,2,0.333333333333333,"NW/NE 1-4","3","ND"
"PEFA",2023-09-29,"2023","06:05-12:05",360,6,3,0.5,"NW/NE 1-4","3","ND"
"POJA",2023-09-29,"2023","06:05-12:05",360,6,1,0.166666666666667,"NW/NE 1-4","3","ND"
"PUSA",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"Peep sp.",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"RAZO",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"RBGU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"RBME",2023-09-29,"2023","06:05-12:05",360,6,5,0.833333333333333,"NW/NE 1-4","3","ND"
"RNDU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"RNGR",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"RTLO",2023-09-29,"2023","06:05-12:05",360,6,1,0.166666666666667,"NW/NE 1-4","3","ND"
"SAND",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"SEPL",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"SSHA",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"SUSC",2023-09-29,"2023","06:05-12:05",360,6,351,58.5,"NW/NE 1-4","3","ND"
"Scaup sp.",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"Scoter sp.",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"Shorebird sp.",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"TBMU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"WHIM",2023-09-29,"2023","06:05-12:05",360,6,1,0.166666666666667,"NW/NE 1-4","3","ND"
"WODU",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"WRSA",2023-09-29,"2023","06:05-12:05",360,6,0,0,"NW/NE 1-4","3","ND"
"WWSC",2023-09-29,"2023","06:05-12:05",360,6,10,1.66666666666667,"NW/NE 1-4","3","ND"
"ABDU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"AGOS",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"AGPL",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"AMKE",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"AMWI",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"AMWO",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Alcid sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BAEA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BASA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BBPL",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BLGU",2023-09-30,"2023","06:05-10:05",240,4,1,0.25,"NE 1-4","1/4, 3","ND"
"BLKI",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BLSC",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BOGU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BRAN",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BUFF",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"BWTE",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Bird sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"CACG",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"CACG/CANG",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"CANG",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"CATE",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"COEI",2023-09-30,"2023","06:05-10:05",240,4,118,29.5,"NE 1-4","1/4, 3","ND"
"COGO",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"COLO",2023-09-30,"2023","06:05-10:05",240,4,9,2.25,"NE 1-4","1/4, 3","ND"
"COME",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"COMU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"COTE",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Cormorant sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"DCCO",2023-09-30,"2023","06:05-10:05",240,4,63,15.75,"NE 1-4","1/4, 3","ND"
"DOVE",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"DUNL",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Duck sp.",2023-09-30,"2023","06:05-10:05",240,4,1,0.25,"NE 1-4","1/4, 3","ND"
"GADW",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"GBHE",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"GRCO",2023-09-30,"2023","06:05-10:05",240,4,17,4.25,"NE 1-4","1/4, 3","ND"
"GRSC",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"GWTE",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Gull Sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"HADU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"HOGR",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"HOME",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"ICGU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"ICGU/GLGU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Jaeger sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"LAGU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"LBBG",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"LESC",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"LTDU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"LTJA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Loon sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"MALL",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"MALLxABDU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"MERL",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"NOGA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"NOHA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"NOPI",2023-09-30,"2023","06:05-10:05",240,4,7,1.75,"NE 1-4","1/4, 3","ND"
"OSPR",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"PAJA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"PALO",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"PEFA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"POJA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"PUSA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Peep sp.",2023-09-30,"2023","06:05-10:05",240,4,2,0.5,"NE 1-4","1/4, 3","ND"
"RAZO",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"RBGU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"RBME",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"RNDU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"RNGR",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"RTLO",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"SAND",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"SEPL",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"SSHA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"SUSC",2023-09-30,"2023","06:05-10:05",240,4,212,53,"NE 1-4","1/4, 3","ND"
"Scaup sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Scoter sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"Shorebird sp.",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"TBMU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"WHIM",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"WODU",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"WRSA",2023-09-30,"2023","06:05-10:05",240,4,0,0,"NE 1-4","1/4, 3","ND"
"WWSC",2023-09-30,"2023","06:05-10:05",240,4,1,0.25,"NE 1-4","1/4, 3","ND"
"ABDU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"AGOS",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"AGPL",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"AMKE",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"AMWI",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"AMWO",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Alcid sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BAEA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BASA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BBPL",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BLGU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BLKI",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BLSC",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BOGU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BRAN",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BUFF",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"BWTE",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Bird sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"CACG",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"CACG/CANG",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"CANG",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"CATE",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"COEI",2023-10-01,"2023","06:05-09:35",210,3.5,63,18,"NE/N 1-4","5","ND"
"COGO",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"COLO",2023-10-01,"2023","06:05-09:35",210,3.5,13,3.71428571428571,"NE/N 1-4","5","ND"
"COME",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"COMU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"COTE",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Cormorant sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"DCCO",2023-10-01,"2023","06:05-09:35",210,3.5,122,34.8571428571429,"NE/N 1-4","5","ND"
"DOVE",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"DUNL",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Duck sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"GADW",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"GBHE",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"GRCO",2023-10-01,"2023","06:05-09:35",210,3.5,30,8.57142857142857,"NE/N 1-4","5","ND"
"GRSC",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"GWTE",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Gull Sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"HADU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"HOGR",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"HOME",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"ICGU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"ICGU/GLGU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Jaeger sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"LAGU",2023-10-01,"2023","06:05-09:35",210,3.5,1,0.285714285714286,"NE/N 1-4","5","ND"
"LBBG",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"LESC",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"LTDU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"LTJA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Loon sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"MALL",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"MALLxABDU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"MERL",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"NOGA",2023-10-01,"2023","06:05-09:35",210,3.5,8,2.28571428571429,"NE/N 1-4","5","ND"
"NOHA",2023-10-01,"2023","06:05-09:35",210,3.5,1,0.285714285714286,"NE/N 1-4","5","ND"
"NOPI",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"OSPR",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"PAJA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"PALO",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"PEFA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"POJA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"PUSA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Peep sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"RAZO",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"RBGU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"RBME",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"RNDU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"RNGR",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"RTLO",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"SAND",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"SEPL",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"SSHA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"SUSC",2023-10-01,"2023","06:05-09:35",210,3.5,68,19.4285714285714,"NE/N 1-4","5","ND"
"Scaup sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Scoter sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"Shorebird sp.",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"TBMU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"WHIM",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"WODU",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"WRSA",2023-10-01,"2023","06:05-09:35",210,3.5,0,0,"NE/N 1-4","5","ND"
"WWSC",2023-10-01,"2023","06:05-09:35",210,3.5,1,0.285714285714286,"NE/N 1-4","5","ND"
"ABDU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,1,0.244897959183673,"N 2-8","10","ND/BG"
"AGOS",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"AGPL",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"AMKE",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"AMWI",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"AMWO",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"Alcid sp.",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"BAEA",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,1,0.244897959183673,"N 2-8","10","ND/BG"
"BASA",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"BBPL",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"BLGU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"BLKI",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"BLSC",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,1,0.244897959183673,"N 2-8","10","ND/BG"
"BOGU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"BRAN",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"BUFF",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"BWTE",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"Bird sp.",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"CACG",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"CACG/CANG",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"CANG",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"CATE",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"COEI",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,59,14.4489795918367,"N 2-8","10","ND/BG"
"COGO",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"COLO",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,32,7.83673469387755,"N 2-8","10","ND/BG"
"COME",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"COMU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"COTE",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"Cormorant sp.",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"DCCO",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,330,80.8163265306122,"N 2-8","10","ND/BG"
"DOVE",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"DUNL",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"Duck sp.",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,1,0.244897959183673,"N 2-8","10","ND/BG"
"GADW",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"GBHE",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"GRCO",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,56,13.7142857142857,"N 2-8","10","ND/BG"
"GRSC",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"GWTE",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"Gull Sp.",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"HADU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"HOGR",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"HOME",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"ICGU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"ICGU/GLGU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"Jaeger sp.",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"LAGU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"LBBG",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"LESC",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"LTDU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"LTJA",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"Loon sp.",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"MALL",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"MALLxABDU",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"MERL",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"NOGA",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,4,0.979591836734694,"N 2-8","10","ND/BG"
"NOHA",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,1,0.244897959183673,"N 2-8","10","ND/BG"
"NOPI",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,0,0,"N 2-8","10","ND/BG"
"OSPR",2023-10-02,"2023","06:05-10:10",245,4.08333333333333,1,0.244897959183673,"N 2-8","10","ND/BG"
